Title,Year,First Author,Author Count,Citation Count,Bibcode
Chandra Observations of V407 Vulpeculae: Confirmation of the Spin-up,2004,"Strohmayer, Tod E.",1,33,2004ApJ...610..416S
The Chromospheric Activity and Variability of Cycling and Flat Activity Solar-Analog Stars,2004,"Hall, Jeffrey C.",2,74,2004ApJ...614..942H
New Perspectives on the X-Ray Emission of HD 104237 and Other Nearby Herbig Ae/Be Stars from XMM-Newton and Chandra,2004,"Skinner, Stephen L.",4,44,2004ApJ...614..221S
Cosmic-Ray Acceleration at Relativistic Shock Waves with a ``Realistic'' Magnetic Field Structure,2004,"Niemiec, Jacek",2,88,2004ApJ...610..851N
Obscurational Completeness,2004,"Brown, Robert A.",1,30,2004ApJ...607.1003B
Spectra of the X-Ray Emission Induced in the Interaction between the Solar Wind and the Heliospheric Gas,2004,"Pepino, R.",4,43,2004ApJ...617.1347P
Effects of Triaxiality on the Statistics of Large-Separation Gravitational Lenses,2004,"Oguri, Masamune",2,70,2004ApJ...610..663O
Large-Scale Structure Shocks at Low and High Redshifts,2004,"Furlanetto, Steven R.",2,75,2004ApJ...611..642F
New Data and Improved Parameters for the Extrasolar Transiting Planet OGLE-TR-56b,2004,"Torres, Guillermo",4,78,2004ApJ...609.1071T
Microwave Interstellar Medium Emission in the Green Bank Galactic Plane Survey: Evidence for Spinning Dust,2004,"Finkbeiner, Douglas P.",3,93,2004ApJ...617..350F
The Planetary Nebula System of M33,2004,"Ciardullo, Robin",7,107,2004ApJ...614..167C
Gravitational Lensing Signatures of Supermassive Black Holes in Future Radio Surveys,2004,"Bowman, Judd D.",3,17,2004ApJ...617...81B
Constraining X-Ray Binary Jet Models via Reflection,2004,"Markoff, Sera",2,94,2004ApJ...609..972M
The Contribution of Different Supernova Populations to the Galactic Gamma-Ray Background,2004,"Berezhko, E. G.",2,18,2004ApJ...611...12B
Evidence for Magnetic Reconnection in Three Homologous Solar Flares Observed by RHESSI,2004,"Sui, Linhui",3,205,2004ApJ...612..546S
Chandra Observation of V426 Ophiuchi: Weighing the Evidence for a Magnetic White Dwarf,2004,"Homer, Lee",9,14,2004ApJ...610..991H
"Erratum: ``Magnetic Star-Disk Coupling in Classical T Tauri Systems'' (<A href=""/abs/2003ApJ...589..397K"">ApJ, 589, 397 [2003]</A>)",2004,"Küker, Manfred",3,2,2004ApJ...614..526K
Far Ultraviolet Spectroscopic Explorer Observation of the Nonradiative Collisionless Shock in the Remnant of SN 1006,2004,"Korreck, K. E.",4,46,2004ApJ...615..280K
On the Tilt and Twist of Solar Active Regions,2004,"Holder, Zachary A.",6,52,2004ApJ...611.1149H
The Relationship Between Black Hole Mass and Velocity Dispersion in Seyfert 1 Galaxies,2004,"Nelson, Charles H.",5,137,2004ApJ...615..652N
A Dynamical Model for Hot Gas in the Galactic Center,2004,"Quataert, Eliot",1,138,2004ApJ...613..322Q
Measuring Fundamental Parameters of Substellar Objects. II. Masses and Radii,2004,"Mohanty, Subhanjoy",3,60,2004ApJ...609..885M
Evolution of Solar Supergranulation,2004,"De Rosa, Marc L.",2,79,2004ApJ...616.1242D
Hydrocarbon Dust Absorption in Seyfert Galaxies and Ultraluminous Infrared Galaxies,2004,"Mason, R. E.",4,39,2004ApJ...613..770M
A Model for Bright Extreme-Ultraviolet Knots in Solar Flare Loops,2004,"Patsourakos, S.",3,18,2004ApJ...614.1022P
An Expanded Rossi X-Ray Timing Explorer Survey of X-Ray Variability in Seyfert 1 Galaxies,2004,"Markowitz, A.",2,100,2004ApJ...617..939M
Nonaxisymmetric Neutral Modes in Relativistic Disks,2004,"Cai, Mike J.",2,1,2004ApJ...611.1054C
Convective Cooling of Protoplanetary Disks and Rapid Giant Planet Formation,2004,"Boss, Alan P.",1,89,2004ApJ...610..456B
Potential Direct Single-Star Mass Measurement,2004,"Ghosh, H.",67,36,2004ApJ...615..450G
New Spectral Classification Technique for X-Ray Sources: Quantile Analysis,2004,"Hong, Jaesub",3,89,2004ApJ...614..508H
Statistical Significance of Small-Scale Anisotropy in Arrival Directions of Ultra-High-Energy Cosmic Rays,2004,"Yoshiguchi, Hiroyuki",3,23,2004ApJ...614...43Y
A Survey of Large Molecules of Biological Interest toward Selected High-Mass Star-forming Regions,2004,"Remijan, A.",5,66,2004ApJ...617..384R
On the Survival of Short-Period Terrestrial Planets,2004,"Mardling, Rosemary A.",2,62,2004ApJ...614..955M
Ion-Ion Correlation Effect on the Neutrino-Nucleus Scattering in Supernova Cores,2004,"Itoh, Naoki",5,17,2004ApJ...611.1041I
Role of Closed Magnetic Fields in Solar Wind Flow,2004,"Woo, Richard",3,42,2004ApJ...612.1171W
Structure of OJ 287 from Geodetic VLBA Data,2004,"Tateyama, Claudio E.",2,51,2004ApJ...608..149T
Cosmological Feedback from High-Redshift Dwarf Galaxies,2004,"Fujita, Akimi",4,62,2004ApJ...613..159F
Measurements of Sunyaev-Zel'dovich Effect Scaling Relations for Clusters of Galaxies,2004,"Benson, B. A.",7,70,2004ApJ...617..829B
Carbon Ignition in Type Ia Supernovae: An Analytic Model,2004,"Woosley, S. E.",3,134,2004ApJ...607..921W
Solar Cycle 23: An Anomalous Cycle?,2004,"de Toma, Giuliana",6,67,2004ApJ...609.1140D
Physical Conditions in Orion's Veil,2004,"Abel, N. P.",6,69,2004ApJ...609..247A
High-Resolution X-Ray Spectroscopy of the Post-T Tauri Star PZ Telescopii,2004,"Argiroffi, C.",6,29,2004ApJ...609..925A
Asymmetric Surface Brightness Distribution of Altair Observed with the Navy Prototype Optical Interferometer,2004,"Ohishi, Naoko",3,30,2004ApJ...612..463O
XMM-Newton Study of A3562 and Its Immediate Shapley Environs,2004,"Finoguenov, A.",5,31,2004ApJ...611..811F
The Origin of Fe II Emission in Active Galactic Nuclei,2004,"Baldwin, J. A.",5,149,2004ApJ...615..610B
A Study of a Tiny Two-Ribbon Flare Driven by Emerging Flux,2004,"Sakajiri, Takuma",9,40,2004ApJ...616..578S
Chemical Abundances of H II Regions in the Starburst Galaxy NGC 1705,2004,"Lee, Henry",2,73,2004ApJ...614..698L
Final Stages of Planet Formation,2004,"Goldreich, Peter",3,178,2004ApJ...614..497G
Dual Flows with Supersonic Velocities in the Sunspot Transition Region,2004,"Brynildsen, N.",4,15,2004ApJ...612.1193B
Time-dependent Circulation Flows: Iron Enrichment in Cooling Flows with Heated Return Flows,2004,"Mathews, William G.",3,28,2004ApJ...615..662M
Particle Acceleration in Pair-starved Pulsars,2004,"Muslimov, Alex G.",2,55,2004ApJ...617..471M
Optical and IUE Spectra of the Planetary Nebula NGC 7026,2004,"Hyung, Siek",2,14,2004ApJ...614..745H
"A Steady, Radiative-Shock Method for Computing X-Ray Emission from Colliding Stellar Winds in Close, Massive-Star Binaries",2004,"Antokhin, I. I.",3,86,2004ApJ...611..434A
Optical Properties of Composite Interstellar Grains: A Morphological Analysis,2004,"Iatì, Maria Antonia",7,32,2004ApJ...615..286I
History of Hydrogen Reionization in the Cold Dark Matter Model,2004,"Onken, Christopher A.",2,34,2004ApJ...610....1O
A Planetesimal Accretion Zone in a Circumbinary Disk,2004,"Moriwaki, Kazumasa",2,98,2004ApJ...609.1065M
Millimeter and Submillimeter Survey of the R Coronae Australis Region,2004,"Groppi, Christopher E.",4,19,2004ApJ...612..946G
Astrometric Discovery of GJ 164B,2004,"Pravdo, Steven H.",4,24,2004ApJ...617.1323P
Diffuse Galactic Continuum Gamma Rays: A Model Compatible with EGRET Data and Cosmic-Ray Measurements,2004,"Strong, Andrew W.",3,508,2004ApJ...613..962S
Magnetic Field Evolution in Neutron Star Crusts Due to the Hall Effect and Ohmic Decay,2004,"Cumming, Andrew",3,180,2004ApJ...609..999C
Poynting Flux-dominated Jets in Decreasing-Density Atmospheres. I. The Nonrelativistic Current-driven Kink Instability and the Formation of ``Wiggled'' Structures,2004,"Nakamura, Masanori",2,102,2004ApJ...617..123N
"Two-dimensional, Time-dependent, Multigroup, Multiangle Radiation Hydrodynamics Test Simulation in the Core-Collapse Supernova Context",2004,"Livne, Eli",5,100,2004ApJ...609..277L
Gravitational Waves and X-Ray Signals from Stellar Disruption by a Massive Black Hole,2004,"Kobayashi, Shiho",4,128,2004ApJ...615..855K
"1"" Resolution Mapping of the Molecular Envelope of the Protoplanetary Nebula CRL 618",2004,"Sánchez Contreras, C.",5,65,2004ApJ...617.1142S
Dust Heating by the Interstellar Radiation Field in Models of Turbulent Molecular Clouds,2004,"Bethell, Thomas J.",4,20,2004ApJ...610..801B
Rotational Sweepback of Magnetic Field Lines in Geometric Models of Pulsar Radio Emission,2004,"Dyks, J.",2,80,2004ApJ...614..869D
The Dipole Anisotropy of the First All-Sky X-Ray Cluster Sample,2004,"Kocevski, Dale D.",3,38,2004ApJ...608..721K
The Distance and Interstellar Sight Line to GX 339-4,2004,"Hynes, R. I.",5,142,2004ApJ...609..317H
Mechanism of Formation of Glass with Embedded Metal and Sulfides,2004,"Bradley, J. P.",2,48,2004ApJ...617..650B
A Sample of Low-Redshift BL Lacertae Objects. I. The Radio Data,2004,"Giroletti, M.",4,79,2004ApJ...613..752G
"Reionization, Sloan, and WMAP: Is the Picture Consistent?",2004,"Gnedin, Nickolay Y.",1,70,2004ApJ...610....9G
Observations of the Diffuse Far-Ultraviolet Background with the Far Ultraviolet Spectroscopic Explorer,2004,"Murthy, Jayant",2,30,2004ApJ...615..315M
The Gas Temperature in the Surface Layers of Protoplanetary Disks,2004,"Kamp, I.",2,182,2004ApJ...615..991K
Collimated Escaping Vortical Polar e<SUP>-</SUP>e<SUP>+</SUP> Jets Intrinsically Produced by Rotating Black Holes and Penrose Processes,2004,"Williams, Reva Kay",1,28,2004ApJ...611..952W
Chandra ACIS Subpixel Event Repositioning: Further Refinements and Comparison between Backside- and Frontside-illuminated X-Ray CCDs,2004,"Li, Jingqiang",6,106,2004ApJ...610.1204L
Active Galactic Nuclei with Candidate Intermediate-Mass Black Holes,2004,"Greene, Jenny E.",2,302,2004ApJ...610..722G
Heavy-Element Abundances in Solar Energetic Particle Events,2004,"Reames, D. V.",2,109,2004ApJ...610..510R
Hierarchical Structure Formation and Chemical Evolution of Galaxies,2004,"Qian, Y. -Z.",2,10,2004ApJ...612..615Q
Implications of Quasar Black Hole Masses at High Redshifts,2004,"Dietrich, M.",2,52,2004ApJ...611..761D
"Newly Identified Forbidden Transitions within the Ground Configuration of Ions of Very Low Abundance P, Cl, K, and Co",2004,"Feldman, U.",3,7,2004ApJ...607.1039F
Low-Frequency Gravitational Radiation from Coalescing Massive Black Hole Binaries in Hierarchical Cosmologies,2004,"Sesana, Alberto",4,277,2004ApJ...611..623S
Markov Chain Monte Carlo Joint Analysis of Chandra X-Ray Imaging Spectroscopy and Sunyaev-Zel'dovich Effect Data,2004,"Bonamente, Massimiliano",5,41,2004ApJ...614...56B
A Frequency Glitch in an Accreting Pulsar,2004,"Galloway, D. K.",3,61,2004ApJ...613.1164G
Raman-Scattered He II at 4851 Å in the Symbiotic Stars HM Sagittae and V1016 Cygni,2004,"Birriel, J. J.",1,17,2004ApJ...612.1136B
Eruption of a Buoyantly Emerging Magnetic Flux Rope,2004,"Manchester, W., IV",4,282,2004ApJ...610..588M
MMT Observations of the Black Hole Candidate XTE J1118+480 near and in Quiescence,2004,"Torres, M. A. P.",6,57,2004ApJ...612.1026T
On the Rate of Detectability of Intermediate-Mass Black Hole Binaries Using LISA,2004,"Will, Clifford M.",1,35,2004ApJ...611.1080W
"Ambipolar-Diffusion Timescale, Star Formation Timescale, and the Ages of Molecular Clouds: Is There a Discrepancy?",2004,"Tassis, Konstantinos",2,101,2004ApJ...616..283T
ILCT: Recovering Photospheric Velocities from Magnetograms by Combining the Induction Equation with Local Correlation Tracking,2004,"Welsch, B. T.",4,194,2004ApJ...610.1148W
Discovery of a Candidate Inner Oort Cloud Planetoid,2004,"Brown, Michael E.",3,214,2004ApJ...617..645B
"Infrared Observations of the Candidate LBV 1806-20 and Nearby Cluster Stars1,",2004,"Eikenberry, S. S.",13,55,2004ApJ...616..506E
f-Mode Secular Instabilities in Deleptonizing Fizzlers,2004,"Imamura, James N.",2,2,2004ApJ...616.1095I
Ionizing Radiation Fluctuations and Large-Scale Structure in the Lyα Forest,2004,"Croft, Rupert A. C.",1,110,2004ApJ...610..642C
A Comprehensive Study of Young Black Hole Populations,2004,"Belczynski, Krzysztof",3,74,2004ApJ...611.1068B
Are Ultraluminous X-Ray Sources Intermediate-Mass Black Holes Accreting from Molecular Clouds?,2004,"Krolik, Julian H.",1,26,2004ApJ...615..383K
Gravitational Waves from Merging Intermediate-Mass Black Holes,2004,"Matsubayashi, Tatsushi",3,36,2004ApJ...614..864M
"Erratum: ``Looking for Gravity-Mode Multiplets with the GOLF Experiment aboard SOHO'' (<A href=""/abs/2004ApJ...604..455T"">ApJ, 604, 455 [2004]</A>)",2004,"Turck-Chièze, S.",15,6,2004ApJ...608..610T
Stability of Triple Star Systems with Highly Inclined Orbits,2004,"Khodykin, S. A.",3,13,2004ApJ...615..506K
Constraining the Lifetime of Circumstellar Disks in the Terrestrial Planet Zone: A Mid-Infrared Survey of the 30 Myr old Tucana-Horologium Association,2004,"Mamajek, Eric E.",6,95,2004ApJ...612..496M
Detecting Population III Stars through Observations of Near-Infrared Cosmic Infrared Background Anisotropies,2004,"Kashlinsky, A.",5,89,2004ApJ...608....1K
Possibility of Magnetic Mass Detection by the Next Generation of Microlensing Experiments,2004,"Rahvar, Sohrab",2,17,2004ApJ...610..673R
"Evidence for Extended, Obscured Starbursts in Submillimeter Galaxies",2004,"Chapman, S. C.",5,175,2004ApJ...611..732C
Weak-Lensing Mass Distributions for 24 X-Ray Abell Clusters,2004,"Cypriano, Eduardo S.",4,99,2004ApJ...613...95C
Diversity and Origin of 2:1 Orbital Resonances in Extrasolar Planetary Systems,2004,"Lee, Man Hoi",1,77,2004ApJ...611..517L
Self-Gravitating Eccentric Disk Models for the Double Nucleus of M31,2004,"Salow, Robert M.",2,26,2004ApJ...611..245S
COMPASS: An Upper Limit on Cosmic Microwave Background Polarization at an Angular Scale of 20',2004,"Farese, Philip C.",13,23,2004ApJ...610..625F
Near-Infrared Colors of Hard X-Ray-selected Active Galactic Nuclei,2004,"Watanabe, Chisato",4,18,2004ApJ...610..128W
Resolved Inner Disks around Herbig Ae/Be Stars,2004,"Eisner, J. A.",5,190,2004ApJ...613.1049E
Chandra X-Ray Observations of the Inner Optical Filaments in Centaurus A,2004,"Evans, Ian N.",2,9,2004ApJ...617..209E
Satellite Survival in Cold Dark Matter Cosmology,2004,"Boily, C. M.",4,5,2004ApJ...614...26B
Cold Dark Matter's Small-Scale Crisis Grows Up,2004,"D'Onghia, Elena",2,50,2004ApJ...612..628D
Determining Foreground Contamination in Cosmic Microwave Background Observations: Diffuse Galactic Emission in the MAXIMA-I Field,2004,"Jaffe, A. H.",14,16,2004ApJ...615...55J
"Cosmic Star Formation, Reionization, and Constraints on Global Chemical Evolution",2004,"Daigne, Frédéric",5,72,2004ApJ...617..693D
Identification and Characterization of Faint Emission Lines in the Spectrum of the Planetary Nebula IC 418,2004,"Sharpee, Brian",3,31,2004ApJ...615..323S
Radial Gas Flows in Colliding Galaxies: Connecting Simulations and Observations,2004,"Iono, Daisuke",3,69,2004ApJ...616..199I
XMM-Newton Observations of NGC 507: Supersolar Metal Abundances in the Hot Interstellar Medium,2004,"Kim, Dong-Woo",2,32,2004ApJ...613..933K
Field E+A Galaxies at Intermediate Redshifts (0.3 &lt; z &lt; 1),2004,"Tran, Kim-Vy H.",6,91,2004ApJ...609..683T
Ionization of Molecular Hydrogen,2004,"Liu, Xianming",2,17,2004ApJ...614.1132L
The Stellar Disk Thickness of Low Surface Brightness Galaxies,2004,"Bizyaev, D.",2,27,2004ApJ...613..886B
Near-Infrared Spectroscopy of High-Redshift Active Galactic Nuclei. II. Disappearing Narrow-Line Regions and the Role of Accretion,2004,"Netzer, H.",7,130,2004ApJ...614..558N
Metal Abundances of KISS Galaxies. III. Nebular Abundances for Fourteen Galaxies and the Luminosity-Metallicity Relationship for H II Galaxies,2004,"Lee, Janice C.",3,100,2004ApJ...616..752L
Studying the Star Formation Histories of Galaxies in Clusters from Composite Spectra,2004,"Dressler, Alan",8,76,2004ApJ...617..867D
Detection of Atomic Chlorine in Io's Atmosphere with the Hubble Space Telescope GHRS,2004,"Feaga, Lori M.",4,14,2004ApJ...610.1191F
Ultraviolet Extinction Properties in the Milky Way,2004,"Valencic, Lynne A.",3,167,2004ApJ...616..912V
Cosmic Filaments in Superclusters,2004,"Bregman, Joel N.",3,15,2004ApJ...614...31B
Redshifted 21 Centimeter Signatures around the Highest Redshift Quasars,2004,"Wyithe, J. Stuart B.",2,55,2004ApJ...610..117W
On the Jet Activity in 3C 273,2004,"Stawarz, Łukasz",1,33,2004ApJ...613..119S
Pulsar Radio Emission Altitude from Curvature Radiation,2004,"Gangadhara, R. T.",1,59,2004ApJ...609..335G
Dissociative Recombination of S<SUP>18</SUP>O<SUP>+</SUP><SUB>2</SUB>: Evidence for Three-Body Breakup,2004,"Geppert, W. D.",12,12,2004ApJ...610.1228G
Far-Ultraviolet Spectroscopic Analyses of Four Central Stars of Planetary Nebulae,2004,"Herald, J. E.",2,38,2004ApJ...609..378H
The Large-Scale Bias of the Hard X-Ray Background,2004,"Boughn, S. P.",2,24,2004ApJ...612..647B
Probing the Intergalactic Medium-Galaxy Connection toward PKS 0405-123. I. Ultraviolet Spectroscopy and Metal-Line Systems,2004,"Prochaska, Jason X.",5,76,2004ApJ...617..718P
Massive Star Formation Rates and Radial Distributions from Hα Imaging of 84 Virgo Cluster and Isolated Spiral Galaxies,2004,"Koopmann, Rebecca A.",2,124,2004ApJ...613..851K
Spectroscopic Confirmation of the Least Massive Known Brown Dwarf in Chamaeleon,2004,"Luhman, K. L.",3,50,2004ApJ...617..565L
The Origins of X-Ray Emission from the Hot Spots of FR II Radio Sources,2004,"Hardcastle, M. J.",4,163,2004ApJ...612..729H
Discovery of an Ultracool White Dwarf Companion,2004,"Farihi, J.",1,18,2004ApJ...610.1013F
High-Velocity Gas toward Hot Molecular Cores: Evidence for Collimated Outflows from Embedded Sources,2004,"Gibb, A. G.",3,36,2004ApJ...616..301G
X-Ray Pulsars in the Small Magellanic Cloud,2004,"Majid, W. A.",3,47,2004ApJ...609..133M
A Genetic Algorithm-based Exploration of Three Filament Models: A Case for the Magnetic Support of the G11.11-0.12 Infrared-dark Cloud,2004,"Fiege, Jason D.",4,18,2004ApJ...616..925F
XMM-Newton Spectroscopy of Four Bright Ultraluminous X-Ray Sources in the Antennae Galaxies (NGC 4038/4039),2004,"Miller, J. M.",4,24,2004ApJ...609..728M
X-Ray Observations of Stellar Clusters Near the Galactic Center,2004,"Law, C.",2,58,2004ApJ...611..858L
Simulations of the Small-Scale Turbulent Dynamo,2004,"Schekochihin, Alexander A.",5,429,2004ApJ...612..276S
Jets from Subparsec to Kiloparsec Scales: A Physical Connection,2004,"Tavecchio, F.",7,37,2004ApJ...614...64T
Ring-Diagram Analysis of the Structure of Solar Active Regions,2004,"Basu, Sarbani",3,99,2004ApJ...610.1157B
Particle Acceleration in an Evolving Network of Unstable Current Sheets,2004,"Vlahos, Loukas",3,77,2004ApJ...608..540V
The Hot Spots of Cygnus A at 230 GHz,2004,"Wright, M. C. H.",2,18,2004ApJ...614..115W
Is HE 0107-5240 A Primordial Star? The Characteristics of Extremely Metal-Poor Carbon-Rich Stars,2004,"Suda, Takuma",5,196,2004ApJ...611..476S
High-Resolution Mid-infrared Imaging of SN 1987A,2004,"Bouchet, Patrice",7,40,2004ApJ...611..394B
Direct Numerical Simulations of Type Ia Supernovae Flames. II. The Rayleigh-Taylor Instability,2004,"Bell, J. B.",5,72,2004ApJ...608..883B
A Chandra X-Ray Observation of A1991: The Late Stages of Infall?,2004,"Sharma, Mangala",9,15,2004ApJ...613..180S
Tycho Brahe's Supernova: Light from Centuries Past,2004,"Ruiz-Lapuente, Pilar",1,66,2004ApJ...612..357R
Dust in Comet 67P/Churyumov-Gerasimenko,2004,"Moreno, F.",5,33,2004ApJ...613.1263M
The U-Band Galaxy Luminosity Function of Nearby Clusters,2004,"Christlein, Daniel",3,13,2004ApJ...611..795C
INTEGRAL and XMM-Newton Spectral Studies of NGC 4388,2004,"Beckmann, V.",7,42,2004ApJ...614..641B
Checkerboard-Mask Coronagraphs for High-Contrast Imaging,2004,"Vanderbei, Robert J.",3,44,2004ApJ...615..555V
Probing the Spacetime around Sagittarius A* with Radio Pulsars,2004,"Pfahl, Eric",2,143,2004ApJ...615..253P
Three-dimensional Simulations of Disk Accretion to an Inclined Dipole. II. Hot Spots and Variability,2004,"Romanova, M. M.",4,252,2004ApJ...610..920R
The Nature of Nearby Counterparts to Intermediate-Redshift Luminous Compact Blue Galaxies. I. Optical/H I Properties and Dynamical Masses,2004,"Garland, C. A.",5,41,2004ApJ...615..689G
Outflow Structure and Reconnection Rate of the Self-Similar Evolution Model of Fast Magnetic Reconnection,2004,"Nitta, Shin-ya",1,17,2004ApJ...610.1117N
Observation of M87 at 400 GeV with the Whipple 10 Meter Telescope,2004,"Le Bohec, S.",67,19,2004ApJ...610..156L
Could There Be a Hole in Type Ia Supernovae?,2004,"Kasen, Daniel",4,66,2004ApJ...610..876K
Hydrogenation of CO on Pure Solid CO and CO-H<SUB>2</SUB>O Mixed Ice,2004,"Watanabe, Naoki",4,167,2004ApJ...616..638W
Imaging Faint Sources within a Speckle Halo with Synchronous Interferometric Speckle Subtraction,2004,"Guyon, Olivier",1,43,2004ApJ...615..562G
Projected Three-Point Correlation Functions and Galaxy Bias,2004,"Zheng, Zheng",1,18,2004ApJ...614..527Z
The Nature of Close Companions of the BL Lacertae Objects 1ES 0502+675 and 1ES 1440+122,2004,"Giovannini, G.",5,11,2004ApJ...613..747G
Probing the Magnetic Field Structure in Gamma-Ray Bursts through Dispersive Plasma Effects on the Afterglow Polarization,2004,"Sagiv, Amir",3,33,2004ApJ...615..366S
Photometry of SN 2002ic and Implications for the Progenitor Mass-Loss History,2004,"Wood-Vasey, W. M.",3,68,2004ApJ...616..339W
K-band Properties of Galaxy Clusters and Groups: Brightest Cluster Galaxies and Intracluster Light,2004,"Lin, Yen-Ting",2,446,2004ApJ...617..879L
Gravitational Lensing by Black Holes: A Comprehensive Treatment and the Case of the Star S2,2004,"Bozza, V.",2,82,2004ApJ...611.1045B
The Properties and Evolution of the Highly Ionized Gas in MR 2251-178,2004,"Kaspi, Shai",6,45,2004ApJ...611...68K
Detection of X-Rays from Galaxy Groups Associated with the Gravitationally Lensed Systems PG 1115+080 and B1422+231,2004,"Grant, C. E.",4,25,2004ApJ...610..686G
The Temperature of the Cosmic Microwave Background at 10 GHz,2004,"Fixsen, D. J.",8,32,2004ApJ...612...86F
"The Circumstellar Environment of the Early B Protostar G192.16-3.84 and the Discovery of a Low-Mass, Protostellar Core",2004,"Shepherd, D. S.",5,20,2004ApJ...614..211S
The Trigger Mechanism of Solar Flares in a Coronal Arcade with Reversed Magnetic Shear,2004,"Kusano, K.",4,168,2004ApJ...610..537K
The Clustering of Galaxies around Three z ~ 3 Damped Lyα Absorbers,2004,"Bouché, Nicolas",2,29,2004ApJ...609..513B
FUSE Observations of Galactic and Intrinsic Absorption in the Spectrum of the Seyfert 1 Galaxy 2MASX J21362313-6224008,2004,"Bonamente, Massimiliano",2,1,2004ApJ...609..597B
Multiple Companions to HD 154857 and HD 160691,2004,"McCarthy, Chris",8,45,2004ApJ...617..575M
X1908+075: A Pulsar Orbiting in the Stellar Wind of a Massive Companion,2004,"Levine, A. M.",4,37,2004ApJ...617.1284L
A Possible Approach to Three-Dimensional Cosmic-Ray Propagation in the Galaxy. I. Stable Nuclei without Energy Change,2004,"Shibata, T.",4,34,2004ApJ...612..238S
On the Kinetic Energy and Radiative Efficiency of Gamma-Ray Bursts,2004,"Lloyd-Ronning, Nicole M.",2,100,2004ApJ...613..477L
"Quantitative Studies of the Far-Ultraviolet, Ultraviolet, and Optical Spectra of Late O- and Early B-Type Supergiants in the Magellanic Clouds",2004,"Evans, C. J.",4,90,2004ApJ...610.1021E
Unveiling the Central Parsec Region of an Active Galactic Nucleus: The Circinus Nucleus in the Near-Infrared with the Very Large Telescope,2004,"Prieto, M. Almudena",15,54,2004ApJ...614..135P
The Small Blue Straggler Star Population in the Dense Galactic Globular Cluster NGC 6752,2004,"Sabbi, E.",4,58,2004ApJ...617.1296S
Sub-Milliarcsecond Imaging of Quasars and Active Galactic Nuclei. III. Kinematics of Parsec-scale Radio Jets,2004,"Kellermann, K. I.",9,382,2004ApJ...609..539K
A Unified Picture of the First Ionization Potential and Inverse First Ionization Potential Effects,2004,"Laming, J. Martin",1,192,2004ApJ...614.1063L
Discovery of Massive Evolved Galaxies at z &gt; 3 in the Hubble Ultra Deep Field,2004,"Chen, Hsiao-Wen",2,32,2004ApJ...615..603C
The First Discovery of a Wide Binary Brown Dwarf,2004,"Luhman, K. L.",1,100,2004ApJ...614..398L
Imprint of Intergalactic Shocks on the Radio Sky,2004,"Keshet, Uri",3,100,2004ApJ...617..281K
Time Delay of Photons of Different Energies in Multidimensional Cosmological Models,2004,"Harko, T.",2,9,2004ApJ...611..633H
"Erratum: ``Grain Properties of Comet C/1995 O1 (Hale-Bopp)'' (<A href=""/abs/2002ApJ...580..579H"">ApJ, 580, 579 [2002]</A>)",2004,"Harker, David E.",4,34,2004ApJ...615.1081H
Hida Domeless Solar Telescope and SOHO Coronal Diagnostic Spectrometer Observations of Short-Duration Active Region Blinkers. II. Extreme-Ultraviolet Properties,2004,"Brooks, D. H.",2,6,2004ApJ...611.1125B
The Homogeneity of Interstellar Oxygen in the Galactic Disk,2004,"Cartledge, Stefan I. B.",4,125,2004ApJ...613.1037C
Evolution and Nucleosynthesis of Primordial Low-Mass Stars,2004,"Picardi, Ilenia",7,34,2004ApJ...609.1035P
The Galaxy Density Environment of Gamma-Ray Burst Host Galaxies,2004,"Bornancini, Carlos G.",6,16,2004ApJ...614...84B
Cluster Heating by Viscous Dissipation of Sound Waves,2004,"Ruszkowski, Mateusz",3,175,2004ApJ...611..158R
"Evolution and Color Dependence of the Galaxy Angular Correlation Function: 350,000 Galaxies in 5 Square Degrees",2004,"Coil, Alison L.",7,163,2004ApJ...617..765C
The Electromagnetic Signature of Black Hole Ring-Down,2004,"Clarkson, C. A.",4,45,2004ApJ...613..492C
Orbital Parameters for the Black Hole Binary XTE J1650-500,2004,"Orosz, Jerome A.",4,104,2004ApJ...616..376O
Subgalactic Clumps at High Redshift: A Fragmentation Origin?,2004,"Immeli, Andreas",4,140,2004ApJ...611...20I
The Dynamical Influence of a Planet at Semimajor Axis 3.4 AU on the Dust around ɛ Eridani,2004,"Moran, Sean M.",3,30,2004ApJ...612.1163M
The Hubble Higher z Supernova Search: Supernovae to z ~ 1.6 and Constraints on Type Ia Progenitor Models,2004,"Strolger, Louis-Gregory",36,286,2004ApJ...613..200S
The Location of the Core in M81,2004,"Bietenholz, M. F.",3,51,2004ApJ...615..173B
Hubble Space Telescope STIS Ultraviolet Spectral Evidence of Outflow in Extreme Narrow-Line Seyfert 1 Galaxies. I. Data and Analysis,2004,"Leighly, Karen M.",2,137,2004ApJ...611..107L
Separation of Magnetic Field Lines in Two-Component Turbulence,2004,"Ruffolo, D.",3,77,2004ApJ...614..420R
Probing the Red Giant Branch Phase Transition: Near-Infrared Photometry of Six Intermediate-Age Large Magellanic Cloud Clusters,2004,"Ferraro, Francesco R.",4,33,2004ApJ...608..772F
The Long-Term Light Curves of X-Ray Binaries Contain Simultaneous Periodic and Random Components,2004,"Boyd, Patricia T.",2,12,2004ApJ...612.1006B
